,unique_values,counts
0,115123902,155
1,138418838,119
2,726443182997835778,104
3,27426996,79
4,2878365568,60
5,773798108,50
6,2258328236,49
7,16984207,48
8,352220090,46
9,2792589217,46
10,201761587,46
11,16182602,37
12,242235183,35
13,23431857,35
14,1148543156700569602,34
15,113744532,33
16,25327727,30
17,391723359,28
18,2545698815,27
19,24045870,27
20,163945249,27
21,360199374,27
22,1292032806068146176,26
23,851474124,25
24,1059555794188939275,25
25,822118904109604866,25
26,20228651,24
27,1034587316,24
28,79737242,23
29,49422027,21
30,290883,21
31,29417177,21
32,301558546,20
33,764947058046492676,20
34,1179125066250014720,20
35,2207093694,20
36,298063367,20
37,56694411,19
38,73672052,19
39,7662612,19
40,20356950,19
41,959316763199418368,19
42,1243884230532366337,18
43,20301082,18
44,20990427,18
45,2265694387,18
46,404715814,18
47,877848065121681409,18
48,409415280,18
49,62338989,17
50,1131227828,17
51,387869763,17
52,20702486,17
53,2785332587,17
54,69524371,17
55,1068818071,17
56,1421393832,17
57,329119055,16
58,1216482482,16
59,38934619,16
60,3131266481,16
61,1046745148703608832,16
62,1424543245,16
63,1191754450303623169,16
64,147734164,16
65,46959037,16
66,17444676,16
67,92804452,15
68,19554076,15
69,142659861,15
70,64086835,15
71,1284895084245286913,15
72,1709322043,15
73,296916169,15
74,1074916754,15
75,1238060391760101376,15
76,18938704,15
77,36960651,15
78,365668788,15
79,1612011,15
80,69921786,15
81,33979523,15
82,74161616,15
83,736785822,14
84,1115518973154668544,14
85,867468375634694144,14
86,72377367,14
87,567184513,14
88,2762324406,14
89,134014564,14
90,49642420,13
91,821285869986443265,13
92,1327263168570253313,13
93,718993,13
94,2389336800,13
95,1365527522,13
96,7310842,13
97,415228549,13
98,42942856,13
99,2261630598,13
100,892508001663430656,13
101,235304684,12
102,415558897,12
103,286096686,12
104,166230862,12
105,1251408183635202048,12
106,36735239,12
107,948802534252204032,12
108,3294298155,12
109,2861376640,12
110,608082148,12
111,593756033,12
112,1337297483681189889,12
113,263160690,12
114,124463742,12
115,514079220,12
116,20641044,12
117,312830331,11
118,3401171967,11
119,59504314,11
120,98170851,11
121,1387510806,11
122,449019615,11
123,634017287,11
124,2345690571,11
125,2234063790,11
126,516013541,11
127,3192197441,11
128,323179081,11
129,568709751,11
130,674433,11
131,726372601,11
132,260947903,11
133,1972519165,11
134,230506675,11
135,22975508,11
136,51282336,11
137,21994018,10
138,1610113303,10
139,20907874,10
140,1134386456955445250,10
141,204287100,10
142,20612334,10
143,2885635959,10
144,71832286,10
145,25663732,10
146,170280254,10
147,887783395635417088,10
148,810261879985762304,10
149,319076296,10
150,19107009,10
151,98360137,10
152,3323641727,10
153,2867624783,10
154,1222832792498769922,10
155,114137209,10
156,3130743677,9
157,746199836953706497,9
158,464649461,9
159,579229967,9
160,1125443593085358082,9
161,826912052,9
162,47082321,9
163,327814903,9
164,739139247047880705,9
165,4043656619,9
166,1230070815800119297,9
167,2717296666,9
168,486896531,9
169,383999819,9
170,770030887194984449,9
171,1288060684199133184,9
172,354556274,9
173,19591948,9
174,115494227,9
175,2473752954,9
176,303880706,9
177,1064712810,9
178,17758382,9
179,700444017864155136,9
180,1436980057,9
181,22703789,9
182,1242922647928950784,9
183,547674180,9
184,2939716115,9
185,2680205410,9
186,817142082666106880,9
187,456273040,9
188,705539492015427584,9
189,23231925,9
190,18839582,9
191,30201760,9
192,2583099904,9
193,46713001,9
194,23691974,9
195,208733448,9
196,21488562,9
197,137493302,9
198,2207006636,9
199,2805043263,8
200,64748249,8
201,219700151,8
202,2493459529,8
203,1193632598750367749,8
204,514828336,8
205,1200118491648540672,8
206,2225258196,8
207,489435576,8
208,1067098202179072002,8
209,311585350,8
210,946536834,8
211,543455114,8
212,2804537249,8
213,19483285,8
214,1541014556,8
215,23294336,8
216,1004500991721594880,8
217,41594419,8
218,47390635,8
219,1256977590566428673,8
220,3023249458,8
221,411482348,8
222,420209671,8
223,20176196,8
224,58806549,8
225,429051707,8
226,20531745,8
227,386475720,8
228,40675025,8
229,23829152,8
230,272834461,8
231,20438624,8
232,432585401,8
233,56407023,8
234,20476313,8
235,123933889,8
236,1102280676,8
237,4611947128,8
238,112251572,8
239,20184619,8
240,62595328,8
241,708813,8
242,998915642609807360,8
243,193459739,7
244,574424391,7
245,68164290,7
246,59226205,7
247,719658584,7
248,16432948,7
249,117085616,7
250,15413101,7
251,20013355,7
252,598315271,7
253,1043461120076533762,7
254,3869591295,7
255,4832827773,7
256,34998532,7
257,389577053,7
258,24963373,7
259,75764435,7
260,864858102973202433,7
261,2189697473,7
262,238609684,7
263,20500261,7
264,917781260176691200,7
265,53855114,7
266,167408054,7
267,398809618,7
268,22374019,7
269,244084093,7
270,178630347,7
271,14662121,7
272,391692889,7
273,22845496,7
274,217872265,7
275,309908788,7
276,882693863747538949,7
277,572628941,7
278,1175054021465391105,7
279,97595006,7
280,2296880117,7
281,246547192,7
282,1193608101871673344,7
283,301024617,7
284,36634949,7
285,1325691512,7
286,333522412,7
287,348523410,7
288,20712281,7
289,722491561452376069,7
290,1226243068027899905,7
291,1127957201920954369,7
292,55631439,7
293,134688294,7
294,55260186,7
295,368885437,7
296,302713731,7
297,16288901,7
298,15340427,7
299,29056724,7
300,150978926,7
301,21191528,7
302,2719883930,7
303,350265894,7
304,94435011,7
305,259382365,7
306,105319446,7
307,56048060,7
308,958798628558077952,7
309,20329600,7
310,41337021,7
311,326171941,7
312,783962860628180992,7
313,2759249945,7
314,319360364,7
315,1095999942,7
316,1172446083697348611,7
317,183334937,7
318,29471238,7
319,33289415,7
320,114032479,6
321,74150100,6
322,234446095,6
323,482272146,6
324,341718564,6
325,3025521939,6
326,622872193,6
327,2234112997,6
328,2237933611,6
329,14508711,6
330,318473552,6
331,20247275,6
332,2611636745,6
333,1239123625904689152,6
334,451749699,6
335,609219220,6
336,965866495,6
337,486469051,6
338,524749622,6
339,860593940768190465,6
340,1046491795654430720,6
341,765200329780654081,6
342,2796071046,6
343,1234537451722547200,6
344,2394932792,6
345,230819862,6
346,824637752574488576,6
347,1023632570997780480,6
348,144105198,6
349,610168949,6
350,2450460074,6
351,1421664565,6
352,1318208169978531845,6
353,175877739,6
354,184890201,6
355,2960249583,6
356,592066202,6
357,582132896,6
358,2212479606,6
359,916274581257834496,6
360,51015827,6
361,304463707,6
362,422072157,6
363,2401258338,6
364,618647631,6
365,165916257,6
366,233180256,6
367,401462663,6
368,70710835,6
369,71296802,6
370,20087804,6
371,19994455,6
372,315722844,6
373,22990570,6
374,352613359,6
375,1190403423407104000,6
376,574633420,6
377,133297270,6
378,1119419749,6
379,144458505,6
380,2728878058,6
381,1400072550,6
382,45107178,6
383,2513023153,6
384,441193606,6
385,1188239588155899911,6
386,264142762,6
387,237895161,6
388,128989290,6
389,19291485,6
390,187333137,6
391,34220004,6
392,1090698467989696513,6
393,568249574,6
394,227347444,6
395,106796756,6
396,773251418,6
397,504584963,6
398,841907289556676612,6
399,19420301,6
400,1260492863147855873,6
401,824279099166380032,6
402,1441268942,6
403,53362802,6
404,68115226,6
405,1711246922,6
406,42701045,6
407,20063138,6
408,1289202854046179330,6
409,177158062,6
410,1043590353436196864,6
411,268144691,6
412,20071950,6
413,1432917499,6
414,17446633,6
415,243680544,6
416,14341032,6
417,540238108,6
418,406516268,6
419,323174005,6
420,16781292,6
421,940842751,6
422,341140317,6
423,20980415,6
424,2991702839,6
425,705994686,6
426,2155212734,6
427,1160590523842871297,6
428,459502755,6
429,1391486294,6
430,20773591,6
431,229102544,6
432,1966665852,6
433,250828129,6
434,17692511,6
435,291912649,6
436,1267521562644754432,6
437,198839504,6
438,28314035,6
439,90648395,6
440,95304424,6
441,799266491711582210,6
442,3046769030,6
443,1300078639183265857,6
444,787760726,6
445,143942928,6
446,15611269,6
447,303639784,6
448,1893911726,6
449,351795482,6
450,57616186,6
451,3576334397,6
452,877779342717276161,6
453,570641818,6
454,36438243,6
455,273632800,6
456,2814357766,6
457,1142497735301566464,5
458,1533459110,5
459,70248716,5
460,925437384,5
461,1283325449217679361,5
462,2209889287,5
463,1172411493842706432,5
464,157665977,5
465,176590041,5
466,781888165,5
467,1920978162,5
468,369706541,5
469,273328270,5
470,571258713,5
471,2615317490,5
472,916557909152206848,5
473,141505767,5
474,2755008911,5
475,18415236,5
476,199742999,5
477,20363574,5
478,158379459,5
479,889613141277122562,5
480,107263321,5
481,222774907,5
482,298686584,5
483,3435328751,5
484,72073123,5
485,313983284,5
486,1301593506973126656,5
487,548540091,5
488,156719664,5
489,308989805,5
490,25036511,5
491,7786722,5
492,90631758,5
493,58157336,5
494,308014653,5
495,2830120060,5
496,313421430,5
497,3242111182,5
498,1582595035,5
499,53646835,5
500,53741094,5
501,143852459,5
502,407118185,5
503,1262448657879764993,5
504,1079497494088822784,5
505,26731926,5
506,137333593,5
507,46714589,5
508,220439934,5
509,207642447,5
510,616002352,5
511,716411462,5
512,1510253143,5
513,173172163,5
514,586556205,5
515,32932476,5
516,1433444286,5
517,25058158,5
518,892372106792640512,5
519,19588903,5
520,18454837,5
521,43317553,5
522,1160631326,5
523,248595884,5
524,619380538,5
525,114471835,5
526,53358128,5
527,263579475,5
528,197948459,5
529,3154993948,5
530,16376742,5
531,320131750,5
532,1111004962165792769,5
533,416808219,5
534,130811704,5
535,402007161,5
536,3298308689,5
537,451676168,5
538,1145768731915771905,5
539,33288734,5
540,1093983550288916480,5
541,972876836,5
542,22901142,5
543,308970792,5
544,21198925,5
545,611775698,5
546,93731919,5
547,509409166,5
548,332367676,5
549,840991646489673729,5
550,1068262390926594048,5
551,703446271667871744,5
552,231763336,5
553,356314968,5
554,187906409,5
555,26734960,5
556,1725360170,5
557,812327073553465344,5
558,1320871614347677696,5
559,303390973,5
560,1048486556820885504,5
561,1296463847549698048,5
562,30956544,5
563,344264745,5
564,750173082,5
565,301105121,5
566,611577887,5
567,18882803,5
568,1093177777438756865,5
569,1084025130,5
570,2731322915,5
571,363832811,5
572,982279957924728834,5
573,207622369,5
574,116822808,5
575,62046136,5
576,50637798,5
577,206632563,5
578,731160042934808576,5
579,65923415,5
580,921818491,5
581,1068232858857279489,5
582,104464603,5
583,489371892,5
584,2169306696,5
585,231020518,5
586,398648809,5
587,998673311218454528,5
588,2762074141,5
589,213040093,5
590,20948754,5
591,155631535,5
592,85139253,5
593,1082682049402687489,5
594,2300588005,5
595,1174838954862006272,5
596,2964587799,5
597,2250679261,5
598,723514907736563713,5
599,14970812,5
600,373998942,5
601,18679355,5
602,267715003,5
603,1261834494,5
604,48254583,5
605,1124268871005954048,5
606,948591422,5
607,257118643,5
608,2779264342,5
609,785511273983307776,5
610,22936121,5
611,2523085886,5
612,10955042,5
613,69825236,5
614,21432774,5
615,2774426441,5
616,51680239,5
617,136038836,5
618,22798003,5
619,855795587828125696,5
620,763122034415140864,5
621,210247333,5
622,1329602449,5
623,2951423075,5
624,36063034,4
625,1301994530602975232,4
626,179864351,4
627,443235396,4
628,20375262,4
629,331566624,4
630,1004356087905218560,4
631,335424229,4
632,155704077,4
633,973650156800348160,4
634,916662416,4
635,26283813,4
636,2813612858,4
637,42150876,4
638,301660344,4
639,1103890488,4
640,465347207,4
641,437644709,4
642,42935760,4
643,252307844,4
644,2725531768,4
645,322171010,4
646,786491,4
647,3023283867,4
648,424590567,4
649,390608536,4
650,2344001338,4
651,883024734,4
652,567398972,4
653,258435606,4
654,69565687,4
655,2768969445,4
656,1143139626,4
657,3472899689,4
658,311621168,4
659,789435834,4
660,972440117053882368,4
661,1289479404805128192,4
662,60857214,4
663,59719665,4
664,1223900260466073601,4
665,974636407275782144,4
666,26246157,4
667,267733040,4
668,49029158,4
669,106598691,4
670,83889685,4
671,29999737,4
672,65143275,4
673,20991078,4
674,1282364292050845696,4
675,1110921292222554112,4
676,768334902,4
677,3350082399,4
678,20197624,4
679,370144551,4
680,110611229,4
681,591164792,4
682,3337483229,4
683,269966086,4
684,2656990115,4
685,20769278,4
686,377309422,4
687,941015447775916032,4
688,313917656,4
689,568980171,4
690,1048933261,4
691,1132344026865250306,4
692,986957400811950080,4
693,1241447911,4
694,2998119137,4
695,4503621269,4
696,2990648224,4
697,607215766,4
698,1442310110,4
699,185357367,4
700,313263903,4
701,180130660,4
702,14497081,4
703,38399825,4
704,106042659,4
705,1245722839090704386,4
706,18835185,4
707,1261718603398877185,4
708,999744971954688000,4
709,460178045,4
710,293175196,4
711,51397083,4
712,1207715673390096384,4
713,922498823917920256,4
714,1355070260,4
715,1022111754,4
716,365991704,4
717,21201911,4
718,479413904,4
719,188283879,4
720,563096010,4
721,333063343,4
722,257652501,4
723,120393995,4
724,19002309,4
725,175732519,4
726,61765642,4
727,451437485,4
728,133861176,4
729,767488482398892033,4
730,114143304,4
731,1217894534996267008,4
732,50117879,4
733,1335224269,4
734,17650424,4
735,908467842,4
736,594065588,4
737,2947070279,4
738,1197276005842477063,4
739,796419317088796672,4
740,4698856784,4
741,1156893551495716864,4
742,282619048,4
743,22360779,4
744,2166647219,4
745,628730895,4
746,17967441,4
747,567153478,4
748,422590278,4
749,356714803,4
750,1001606945340575744,4
751,104848816,4
752,2584699677,4
753,141148610,4
754,866297592,4
755,1186325279402352641,4
756,21136191,4
757,1282241226780139520,4
758,15672615,4
759,149993761,4
760,875741892,4
761,1219641978721312779,4
762,35378960,4
763,1641159974,4
764,27107590,4
765,2980965428,4
766,54351001,4
767,926401202719543309,4
768,701890945625759745,4
769,2420943918,4
770,636971529,4
771,2375100251,4
772,1222205423102648320,4
773,619136804,4
774,3052301283,4
775,3324356889,4
776,2321727995,4
777,1492375412,4
778,717372823505907712,4
779,287383101,4
780,77726880,4
781,336499331,4
782,1452689222,4
783,3246753731,4
784,151431593,4
785,1586664696,4
786,740105760894554112,4
787,404394671,4
788,298061445,4
789,714755574,4
790,555169230,4
791,33301467,4
792,3251172767,4
793,1588424996,4
794,47280529,4
795,65519859,4
796,190951729,4
797,2826447493,4
798,84332806,4
799,45645164,4
800,23427514,4
801,931571402,4
802,229641910,4
803,269056773,4
804,1687131019,4
805,523554201,4
806,15223684,4
807,1339864552834539522,4
808,918060816309669888,4
809,612976137,4
810,829733430166450179,4
811,121178304,4
812,768938760,4
813,40003449,4
814,160629876,4
815,42380293,4
816,827245030314217472,4
817,523173592,4
818,1223004475142606848,4
819,188522584,4
820,2648634791,4
821,4288082795,4
822,1281042793,4
823,458943969,4
824,183659285,4
825,152414500,4
826,1124000606920769536,4
827,2537823073,4
828,3402654346,4
829,21353094,4
830,30379063,4
831,14243119,4
832,956509345,4
833,150826446,4
834,2680368365,4
835,27019443,4
836,18954073,4
837,274480666,4
838,486541933,4
839,23214360,4
840,270008646,4
841,40703240,4
842,1238569806078586880,4
843,118989721,4
844,88679342,4
845,149894972,4
846,21188744,4
847,61750202,4
848,2764578189,4
849,366811939,4
850,353442866,4
851,824157595527249922,4
852,20361019,4
853,344532773,4
854,2215622636,4
855,80394794,4
856,570894777,4
857,49092120,4
858,18697426,4
859,3665751795,4
860,1472245716,4
861,458926800,4
862,2772074681,4
863,433351518,4
864,63073905,4
865,294833148,4
866,69602670,4
867,2446361078,4
868,20151574,4
869,49424286,4
870,316385442,4
871,432268397,4
872,236155643,4
873,398763409,4
874,1066487485327466497,4
875,36480903,4
876,750071350493085697,4
877,307238442,4
878,374111175,4
879,3009998902,4
880,276299467,4
881,229597959,4
882,80558742,4
883,1205555654187986944,4
884,1073266071744978945,4
885,3377593199,4
886,1278656638010998785,4
887,705316146669555712,4
888,20223841,4
889,245827798,4
890,2288815953,4
891,874775448240128001,4
892,875612784863531008,4
893,3052920761,4
894,26884728,4
895,18950420,4
896,264838371,4
897,1487224332,4
898,2586174174,4
899,91235471,4
900,130914341,4
901,124573694,4
902,409579332,4
903,21490486,4
904,179042684,4
905,21568359,4
906,62542456,4
907,300162221,4
908,771544352,4
909,146739741,4
910,1260277762729877504,4
911,477598352,4
912,134607885,4
913,794543117290573824,4
914,20721015,4
915,32502203,4
916,2225289911,4
917,1129023781,4
918,1517735292,4
919,3385749609,4
920,533103041,4
921,310952897,4
922,30201378,4
923,269928259,4
924,1333063839605207046,4
925,1269539643889983489,4
926,43126175,4
927,208693920,4
928,1322672382813884422,4
929,30436068,4
930,283080247,4
931,456826445,4
932,24357959,4
933,23073725,4
934,623605421,4
935,15643796,4
936,193413930,4
937,211842076,4
938,1096335506395357184,4
939,2586460748,4
940,1043542597510287361,4
941,22082083,4
942,3208913297,4
943,212228228,4
944,3202256944,4
945,1937947052,4
946,1083412079506272256,4
947,390735824,4
948,19355150,4
949,3317891140,4
950,220017202,4
951,2876330338,4
952,1330556559689199619,4
953,1006338027076161537,4
954,23125123,4
955,1141338487934869504,4
956,1276149163588292609,4
957,983371735,4
958,317157535,4
959,175195551,4
960,95239713,4
961,230714973,4
962,1216916854360412160,4
963,51028164,4
964,923986451347460096,4
965,434397838,4
966,1292199480,4
967,2844925388,4
968,958302091553931264,4
969,54517613,4
970,61512515,4
971,315420437,4
972,416336662,4
973,242005221,4
974,155253928,4
975,96015079,4
976,22136794,4
977,50800746,4
978,1154009080475869184,4
979,934005480699121664,4
980,1167753234670391297,4
981,15814937,4
982,407177200,3
983,21317254,3
984,91820486,3
985,2348643475,3
986,1349298922250973185,3
987,19951301,3
988,270418185,3
989,88746027,3
990,197021766,3
991,713092364,3
992,139684394,3
993,50805915,3
994,2428960117,3
995,390692463,3
996,105303415,3
997,847254492,3
998,3768273675,3
999,87982181,3
1000,34582964,3
1001,334226538,3
1002,2209148050,3
1003,20334058,3
1004,269482043,3
1005,19437568,3
1006,1062729066929897472,3
1007,777918324,3
1008,29527576,3
1009,16550152,3
1010,297421625,3
1011,40242343,3
1012,296499459,3
1013,431652220,3
1014,711927183107891200,3
1015,968508301,3
1016,390380443,3
1017,326923924,3
1018,961717068025552896,3
1019,1272527822481952769,3
1020,364861176,3
1021,1308689258,3
1022,4001305157,3
1023,971315817358020608,3
1024,365447817,3
1025,1314516297221394432,3
1026,1159507175489843201,3
1027,405631284,3
1028,69023532,3
1029,1174716294551261188,3
1030,191001129,3
1031,18021601,3
1032,479014069,3
1033,26751047,3
1034,15072423,3
1035,135379966,3
1036,25709138,3
1037,20255906,3
1038,369679419,3
1039,353773309,3
1040,1464672954,3
1041,89721567,3
1042,141008992,3
1043,118216673,3
1044,3244633509,3
1045,955715357226033152,3
1046,19769727,3
1047,967606106,3
1048,31692646,3
1049,166639830,3
1050,4077963063,3
1051,709323049284345856,3
1052,1126103911,3
1053,54727297,3
1054,189049083,3
1055,119971189,3
1056,1002568933617164289,3
1057,1017856369091862528,3
1058,43865757,3
1059,753582391218888704,3
1060,20584053,3
1061,394301410,3
1062,70484067,3
1063,600117465,3
1064,1849566240,3
1065,2826130527,3
1066,23515364,3
1067,2252205502,3
1068,41178452,3
1069,211279602,3
1070,37627339,3
1071,3189542629,3
1072,240315336,3
1073,96332413,3
1074,35075578,3
1075,3973525815,3
1076,18619745,3
1077,29729764,3
1078,2490813418,3
1079,939261604843130880,3
1080,78283330,3
1081,748135467812519936,3
1082,2357742690,3
1083,94597606,3
1084,20770570,3
1085,296160225,3
1086,923496565049909248,3
1087,53784396,3
1088,816647744127377408,3
1089,2752502249,3
1090,1176476340482138114,3
1091,20719650,3
1092,3003212332,3
1093,1340462521,3
1094,1306586642233188357,3
1095,1032977419,3
1096,197044738,3
1097,223631801,3
1098,452433484,3
1099,2509272898,3
1100,1132350448906719233,3
1101,606669336,3
1102,185902379,3
1103,85855318,3
1104,1390578074,3
1105,2252630015,3
1106,149900432,3
1107,1058491983755386880,3
1108,268186992,3
1109,787071137159208961,3
1110,47928526,3
1111,720858746,3
1112,37758602,3
1113,27900953,3
1114,418529591,3
1115,58052051,3
1116,2983911304,3
1117,327859298,3
1118,3750554236,3
1119,211315410,3
1120,2397973519,3
1121,2431325955,3
1122,1676652944,3
1123,15125243,3
1124,178659267,3
1125,482388453,3
1126,535817579,3
1127,380822737,3
1128,474082717,3
1129,29020734,3
1130,3156495974,3
1131,106870098,3
1132,2541914089,3
1133,20365948,3
1134,928565995194732550,3
1135,874167161807417344,3
1136,3437855662,3
1137,830500405,3
1138,3147328976,3
1139,3964671268,3
1140,407353264,3
1141,42867929,3
1142,2435693272,3
1143,2646438815,3
1144,1613521651,3
1145,483970735,3
1146,467321256,3
1147,87314147,3
1148,861305527351037953,3
1149,731910453396393985,3
1150,141372721,3
1151,265347340,3
1152,1670224676,3
1153,302069116,3
1154,241100902,3
1155,248279464,3
1156,443169838,3
1157,959464655851806722,3
1158,1245621764429774850,3
1159,5718372,3
1160,2349117701,3
1161,19255799,3
1162,874288627437756418,3
1163,1215628194,3
1164,389378608,3
1165,129265674,3
1166,19387555,3
1167,120398646,3
1168,284252798,3
1169,351524345,3
1170,1268198006605709317,3
1171,375104521,3
1172,30633200,3
1173,452626071,3
1174,171562675,3
1175,274608707,3
1176,244609510,3
1177,2901389398,3
1178,972496397491634176,3
1179,2873822342,3
1180,993257262,3
1181,1174789049653112832,3
1182,303431834,3
1183,1020859292,3
1184,134910622,3
1185,969118788292661248,3
1186,825027810,3
1187,825490743166898176,3
1188,123782063,3
1189,1000872422818615297,3
1190,20197177,3
1191,1361990864,3
1192,1589517072,3
1193,24975308,3
1194,19939799,3
1195,304499632,3
1196,525798249,3
1197,56182209,3
1198,745920230,3
1199,96250243,3
1200,811313312491327488,3
1201,2870567642,3
1202,2294029809,3
1203,3004219894,3
1204,1334037974,3
1205,1267408340633767941,3
1206,33547199,3
1207,76070041,3
1208,984007655617388546,3
1209,35859054,3
1210,516933159,3
1211,3533662035,3
1212,927814969772650496,3
1213,23831891,3
1214,905595576,3
1215,369453121,3
1216,782092762682392576,3
1217,111029644,3
1218,369584649,3
1219,219985113,3
1220,592254031,3
1221,210423769,3
1222,3881064934,3
1223,984430852363948034,3
1224,18903186,3
1225,710036144092803072,3
1226,174310460,3
1227,270959361,3
1228,1407121992,3
1229,20687183,3
1230,157713430,3
1231,45177781,3
1232,35789857,3
1233,304334853,3
1234,36644125,3
1235,794582844383395840,3
1236,1174302144528297985,3
1237,178864390,3
1238,20310335,3
1239,772029843252871169,3
1240,1454705706,3
1241,1301894532498325504,3
1242,53121649,3
1243,349692612,3
1244,1212354967123578880,3
1245,550390041,3
1246,79830622,3
1247,97173397,3
1248,1198539756,3
1249,24753225,3
1250,1319735337145585664,3
1251,413198361,3
1252,2382523838,3
1253,128679707,3
1254,245805757,3
1255,223485261,3
1256,332950230,3
1257,22042150,3
1258,146800044,3
1259,20080350,3
1260,58262646,3
1261,56119312,3
1262,174963167,3
1263,19703151,3
1264,956083278,3
1265,25273713,3
1266,21207010,3
1267,35795420,3
1268,162014117,3
1269,365904677,3
1270,1062643610,3
1271,929124603808681984,3
1272,14743962,3
1273,112654919,3
1274,26249017,3
1275,110533129,3
1276,789432436375642113,3
1277,105796313,3
1278,610841580,3
1279,1015254759455051777,3
1280,383719410,3
1281,316356432,3
1282,24404037,3
1283,183937041,3
1284,338449402,3
1285,106334046,3
1286,19656380,3
1287,30069176,3
1288,179955455,3
1289,4829243217,3
1290,46614525,3
1291,250561133,3
1292,622633798,3
1293,253166786,3
1294,748293665571864576,3
1295,18970827,3
1296,9748572,3
1297,17836523,3
1298,24568370,3
1299,1035961714280411136,3
1300,25489184,3
1301,19779602,3
1302,465813900,3
1303,3028773501,3
1304,266140814,3
1305,404979223,3
1306,25741984,3
1307,141952999,3
1308,84405362,3
1309,37752766,3
1310,1116050844439523329,3
1311,3012487660,3
1312,20628305,3
1313,50094537,3
1314,24539256,3
1315,14921716,3
1316,810072889131143172,3
1317,857689537434333184,3
1318,91772477,3
1319,38539164,3
1320,2591204906,3
1321,242058533,3
1322,2519665894,3
1323,393880111,3
1324,235241318,3
1325,341375512,3
1326,67956903,3
1327,96471825,3
1328,1122498158548979712,3
1329,625529449,3
1330,387244128,3
1331,1166727450254073856,3
1332,1468245044,3
1333,1009074038742937600,3
1334,353285355,3
1335,1058043368809357314,3
1336,20793744,3
1337,19723206,3
1338,261122426,3
1339,91386387,3
1340,549366335,3
1341,361850347,3
1342,1195793470201434113,3
1343,254143342,3
1344,42736938,3
1345,3246493588,3
1346,2259377648,3
1347,2209401973,3
1348,17945777,3
1349,307012416,3
1350,303083648,3
1351,3417461008,3
1352,823812344392384512,3
1353,1525959211,3
1354,588529489,3
1355,1039878498356264960,3
1356,81170058,3
1357,350132994,3
1358,1162473354928017413,3
1359,11888192,3
1360,39012903,3
1361,2263964310,3
1362,20932741,3
1363,4655813181,3
1364,3099645435,3
1365,62269883,3
1366,1200801590971633667,3
1367,3433207954,3
1368,1101132392,3
1369,129743715,3
1370,1035994969,3
1371,3218652293,3
1372,68714947,3
1373,1020211926423539712,3
1374,22133163,3
1375,336985254,3
1376,706184873577472005,3
1377,46194946,3
1378,1200060765203509251,3
1379,1861830636,3
1380,1533899984,3
1381,977156349187502080,3
1382,54247046,3
1383,618225948,3
1384,895964912,3
1385,407006388,3
1386,1371928362,3
1387,2983263009,3
1388,734493079336550400,3
1389,292400876,3
1390,282553785,3
1391,2173878603,3
1392,286081391,3
1393,4141526998,3
1394,2732646736,3
1395,20322743,3
1396,443748605,3
